Centre_X,Centre_Y,Diameter_Stdev
-2.2265,141.8475,0.8940
144.0085,5.4429,3.9410
-15.9827,5.4963,0.4380
-143.9760,-2.2565,0.7240
11.4400,-10.0969,0.4590
2.2569,-138.6625,0.4540
